code,name,market,type
002222,福晶科技,SZ,A 股
002223,鱼跃医疗,SZ,A 股
002224,三 力 士,SZ,A 股
002225,濮耐股份,SZ,A 股
002226,江南化工,SZ,A 股
002227,奥 特 迅,SZ,A 股
002228,合兴包装,SZ,A 股
002229,鸿博股份,SZ,A 股
002230,科大讯飞,SZ,A 股
002231,*ST奥维,SZ,A 股
002232,启明信息,SZ,A 股
002233,塔牌集团,SZ,A 股
002234,民和股份,SZ,A 股
002235,安妮股份,SZ,A 股
002236,大华股份,SZ,A 股
002237,恒邦股份,SZ,A 股
002238,天威视讯,SZ,A 股
002239,奥特佳,SZ,A 股
002240,盛新锂能,SZ,A 股
002241,歌尔股份,SZ,A 股
002242,九阳股份,SZ,A 股
002243,力合科创,SZ,A 股
002244,滨江集团,SZ,A 股
002245,蔚蓝锂芯,SZ,A 股
002246,北化股份,SZ,A 股
002247,聚力文化,SZ,A 股
002248,华东数控,SZ,A 股
002249,大洋电机,SZ,A 股
002250,联化科技,SZ,A 股
002251,步步高,SZ,A 股
002252,上海莱士,SZ,A 股
002253,*ST智胜,SZ,A 股
002254,泰和新材,SZ,A 股
002255,海陆重工,SZ,A 股
002256,兆新股份,SZ,A 股
002258,利尔化学,SZ,A 股
002259,升达林业,SZ,A 股
002261,拓维信息,SZ,A 股
002262,恩华药业,SZ,A 股
002263,大东南,SZ,A 股
002264,新 华 都,SZ,A 股
002265,建设工业,SZ,A 股
002266,浙富控股,SZ,A 股
002267,陕天然气,SZ,A 股
002268,电科网安,SZ,A 股
002269,美邦服饰,SZ,A 股
002270,华明装备,SZ,A 股
002271,东方雨虹,SZ,A 股
002272,川润股份,SZ,A 股
002273,水晶光电,SZ,A 股
002274,华昌化工,SZ,A 股
002275,桂林三金,SZ,A 股
002276,万马股份,SZ,A 股
002277,友阿股份,SZ,A 股
002278,神开股份,SZ,A 股
002279,久其软件,SZ,A 股
002281,光迅科技,SZ,A 股
002282,博深股份,SZ,A 股
002283,天润工业,SZ,A 股
002284,亚太股份,SZ,A 股
002285,世联行,SZ,A 股
002286,保龄宝,SZ,A 股
002287,奇正藏药,SZ,A 股
002289,*ST宇顺,SZ,A 股
002290,禾盛新材,SZ,A 股
002291,遥望科技,SZ,A 股
002292,奥飞娱乐,SZ,A 股
002293,罗莱生活,SZ,A 股
002294,信立泰,SZ,A 股
002295,精艺股份,SZ,A 股
002296,辉煌科技,SZ,A 股
002297,博云新材,SZ,A 股
002298,中电鑫龙,SZ,A 股
002299,圣农发展,SZ,A 股
002300,太阳电缆,SZ,A 股
002301,齐心集团,SZ,A 股
002302,西部建设,SZ,A 股
002303,美盈森,SZ,A 股
002304,洋河股份,SZ,A 股
002305,*ST南置,SZ,A 股
002306,*ST云网,SZ,A 股
002307,北新路桥,SZ,A 股
002309,中利集团,SZ,A 股
002310,东方新能,SZ,A 股
002311,海大集团,SZ,A 股
002312,川发龙蟒,SZ,A 股
002313,日海智能,SZ,A 股
002314,南山控股,SZ,A 股
002315,焦点科技,SZ,A 股
002316,亚联发展,SZ,A 股
002317,众生药业,SZ,A 股
002318,久立特材,SZ,A 股
002319,乐通股份,SZ,A 股
002320,海峡股份,SZ,A 股
002321,华英农业,SZ,A 股
002322,理工能科,SZ,A 股
002323,雅博股份,SZ,A 股
002324,普利特,SZ,A 股
002326,永太科技,SZ,A 股
002327,富安娜,SZ,A 股
002328,新朋股份,SZ,A 股
002329,皇氏集团,SZ,A 股
002330,得利斯,SZ,A 股
002331,皖通科技,SZ,A 股
002332,仙琚制药,SZ,A 股
002333,罗普斯金,SZ,A 股
002334,英威腾,SZ,A 股
002335,科华数据,SZ,A 股
002337,赛象科技,SZ,A 股
002338,奥普光电,SZ,A 股
002339,积成电子,SZ,A 股
002340,格林美,SZ,A 股
002342,巨力索具,SZ,A 股
002343,慈文传媒,SZ,A 股
002344,海宁皮城,SZ,A 股
002345,潮宏基,SZ,A 股
002346,柘中股份,SZ,A 股
002347,泰尔股份,SZ,A 股
002348,高乐股份,SZ,A 股
002349,精华制药,SZ,A 股
002350,北京科锐,SZ,A 股
002351,漫步者,SZ,A 股
002352,顺丰控股,SZ,A 股
002353,杰瑞股份,SZ,A 股
002354,天娱数科,SZ,A 股
002355,兴民智通,SZ,A 股
002356,赫美集团,SZ,A 股
002357,富临运业,SZ,A 股
002358,森源电气,SZ,A 股
002360,同德化工,SZ,A 股
002361,神剑股份,SZ,A 股
002362,汉王科技,SZ,A 股
002363,隆基机械,SZ,A 股
002364,中恒电气,SZ,A 股
002365,永安药业,SZ,A 股
002366,融发核电,SZ,A 股
002367,康力电梯,SZ,A 股
002368,太极股份,SZ,A 股
002369,卓翼科技,SZ,A 股
002370,亚太药业,SZ,A 股
002371,北方华创,SZ,A 股
002372,伟星新材,SZ,A 股
002373,千方科技,SZ,A 股
002374,中锐股份,SZ,A 股
002375,亚厦股份,SZ,A 股
002376,新北洋,SZ,A 股
002377,国创高新,SZ,A 股
002378,章源钨业,SZ,A 股
002379,宏桥控股,SZ,A 股
002380,科远智慧,SZ,A 股
002381,双箭股份,SZ,A 股
002382,蓝帆医疗,SZ,A 股
002383,合众思壮,SZ,A 股
002384,东山精密,SZ,A 股
002385,大北农,SZ,A 股
002386,天原股份,SZ,A 股
002387,维信诺,SZ,A 股
002388,新亚制程,SZ,A 股
002389,航天彩虹,SZ,A 股
002390,信邦制药,SZ,A 股
002391,长青股份,SZ,A 股
002392,北京利尔,SZ,A 股
002393,力生制药,SZ,A 股
002394,联发股份,SZ,A 股
002395,双象股份,SZ,A 股
002396,星网锐捷,SZ,A 股
002397,梦洁股份,SZ,A 股
002398,垒知集团,SZ,A 股
002399,海普瑞,SZ,A 股
002400,省广集团,SZ,A 股
002401,中远海科,SZ,A 股
002402,和而泰,SZ,A 股
002403,爱仕达,SZ,A 股
002404,嘉欣丝绸,SZ,A 股
002405,四维图新,SZ,A 股
002406,远东传动,SZ,A 股
002407,多氟多,SZ,A 股
002408,齐翔腾达,SZ,A 股
002409,雅克科技,SZ,A 股
002410,广联达,SZ,A 股
002412,汉森制药,SZ,A 股
002413,雷科防务,SZ,A 股
002414,高德红外,SZ,A 股
002415,海康威视,SZ,A 股
002416,爱施德,SZ,A 股
002418,康盛股份,SZ,A 股
002419,天虹股份,SZ,A 股
002420,毅昌科技,SZ,A 股
002421,达实智能,SZ,A 股
002422,科伦药业,SZ,A 股
002423,中粮资本,SZ,A 股
002424,ST百灵,SZ,A 股
002425,凯撒文化,SZ,A 股
002426,胜利精密,SZ,A 股
002427,尤夫股份,SZ,A 股
002428,云南锗业,SZ,A 股
002429,兆驰股份,SZ,A 股
002430,杭氧股份,SZ,A 股
002431,棕榈股份,SZ,A 股
002432,九安医疗,SZ,A 股
002434,万里扬,SZ,A 股
002436,兴森科技,SZ,A 股
002437,誉衡药业,SZ,A 股
002438,江苏神通,SZ,A 股
002439,启明星辰,SZ,A 股
002440,闰土股份,SZ,A 股
002441,众业达,SZ,A 股
002442,龙星科技,SZ,A 股
002443,金洲管道,SZ,A 股
002444,巨星科技,SZ,A 股
002445,中南文化,SZ,A 股
002446,盛路通信,SZ,A 股
002448,中原内配,SZ,A 股
002449,国星光电,SZ,A 股
002451,摩恩电气,SZ,A 股
002452,长高电新,SZ,A 股
002453,华软科技,SZ,A 股
002454,松芝股份,SZ,A 股
002455,百川股份,SZ,A 股
002456,欧菲光,SZ,A 股
002457,青龙管业,SZ,A 股
002458,益生股份,SZ,A 股
002459,晶澳科技,SZ,A 股
002460,赣锋锂业,SZ,A 股
002461,珠江啤酒,SZ,A 股
002462,嘉事堂,SZ,A 股
002463,沪电股份,SZ,A 股
002465,海格通信,SZ,A 股
002466,天齐锂业,SZ,A 股
002467,二六三,SZ,A 股
002468,申通快递,SZ,A 股
002469,三维化学,SZ,A 股
002470,金正大,SZ,A 股
002471,中超控股,SZ,A 股
002472,双环传动,SZ,A 股
002474,榕基软件,SZ,A 股
002475,立讯精密,SZ,A 股
002476,宝莫股份,SZ,A 股
002478,常宝股份,SZ,A 股
002479,富春环保,SZ,A 股
002480,新筑股份,SZ,A 股
002481,双塔食品,SZ,A 股
002482,广田集团,SZ,A 股
002483,润邦股份,SZ,A 股
002484,江海股份,SZ,A 股
002485,ST雪发,SZ,A 股
002486,嘉麟杰,SZ,A 股
002487,大金重工,SZ,A 股
002488,金固股份,SZ,A 股
002489,浙江永强,SZ,A 股
002490,山东墨龙,SZ,A 股
002491,通鼎互联,SZ,A 股
002492,恒基达鑫,SZ,A 股
002493,荣盛石化,SZ,A 股
002494,华斯股份,SZ,A 股
002495,佳隆股份,SZ,A 股
002496,*ST辉丰,SZ,A 股
002497,雅化集团,SZ,A 股
002498,汉缆股份,SZ,A 股
002500,山西证券,SZ,A 股
002501,利源股份,SZ,A 股
002506,协鑫集成,SZ,A 股
002507,涪陵榨菜,SZ,A 股
002508,老板电器,SZ,A 股
002510,天汽模,SZ,A 股
002511,中顺洁柔,SZ,A 股
002512,ST达华,SZ,A 股
002513,蓝丰生化,SZ,A 股
002514,宝馨科技,SZ,A 股
002515,金字火腿,SZ,A 股
002516,旷达科技,SZ,A 股
002517,恺英网络,SZ,A 股
002518,科士达,SZ,A 股
002519,银河电子,SZ,A 股
002520,日发精机,SZ,A 股
002521,齐峰新材,SZ,A 股
002522,浙江众成,SZ,A 股
002523,天桥起重,SZ,A 股
002524,光正眼科,SZ,A 股
002526,山东矿机,SZ,A 股
002527,新时达,SZ,A 股
002528,ST英飞拓,SZ,A 股
002529,*ST海源,SZ,A 股
002530,金财互联,SZ,A 股
002531,天顺风能,SZ,A 股
002532,天山铝业,SZ,A 股
002533,金杯电工,SZ,A 股
002534,西子洁能,SZ,A 股
002535,林州重机,SZ,A 股
002536,飞龙股份,SZ,A 股
002537,海联金汇,SZ,A 股
002538,司尔特,SZ,A 股
002539,云图控股,SZ,A 股
002540,亚太科技,SZ,A 股
002541,鸿路钢构,SZ,A 股
002542,中化岩土,SZ,A 股
002543,万和电气,SZ,A 股
002544,普天科技,SZ,A 股
002545,东方铁塔,SZ,A 股
002546,新联电子,SZ,A 股
002547,春兴精工,SZ,A 股
002548,金新农,SZ,A 股
002549,凯美特气,SZ,A 股
002550,千红制药,SZ,A 股
002551,尚荣医疗,SZ,A 股
002552,宝鼎科技,SZ,A 股
002553,南方精工,SZ,A 股
002554,惠博普,SZ,A 股
002555,三七互娱,SZ,A 股
002556,辉隆股份,SZ,A 股
002557,洽洽食品,SZ,A 股
002558,巨人网络,SZ,A 股
002559,亚威股份,SZ,A 股
002560,通达股份,SZ,A 股
002561,徐家汇,SZ,A 股
002562,兄弟科技,SZ,A 股
002563,森马服饰,SZ,A 股
002564,天沃科技,SZ,A 股
002565,顺灏股份,SZ,A 股
002566,益盛药业,SZ,A 股
002567,唐人神,SZ,A 股
002568,百润股份,SZ,A 股
002569,*ST步森,SZ,A 股
002570,贝因美,SZ,A 股
002571,德力股份,SZ,A 股
002572,索菲亚,SZ,A 股
002573,清新环境,SZ,A 股
002574,明牌珠宝,SZ,A 股
002575,群兴玩具,SZ,A 股
002576,通达动力,SZ,A 股
002577,雷柏科技,SZ,A 股
002578,闽发铝业,SZ,A 股
002579,中京电子,SZ,A 股
002580,圣阳股份,SZ,A 股
002581,ST未名,SZ,A 股
002582,好想你,SZ,A 股
002583,海能达,SZ,A 股
002584,西陇科学,SZ,A 股
002585,双星新材,SZ,A 股
002586,ST围海,SZ,A 股
002587,奥拓电子,SZ,A 股
002588,史丹利,SZ,A 股
002589,瑞康医药,SZ,A 股
002590,万安科技,SZ,A 股
002591,恒大高新,SZ,A 股
002592,ST八菱,SZ,A 股
002593,日上集团,SZ,A 股
002594,比亚迪,SZ,A 股
002595,豪迈科技,SZ,A 股
002596,海南瑞泽,SZ,A 股
002597,金禾实业,SZ,A 股
002598,山东章鼓,SZ,A 股
002599,盛通股份,SZ,A 股
002600,领益智造,SZ,A 股
002601,龙佰集团,SZ,A 股
002602,世纪华通,SZ,A 股
002603,以岭药业,SZ,A 股
002605,姚记科技,SZ,A 股
002606,大连电瓷,SZ,A 股
002607,中公教育,SZ,A 股
002608,江苏国信,SZ,A 股
002609,捷顺科技,SZ,A 股
002611,东方精工,SZ,A 股
002612,朗姿股份,SZ,A 股
002613,北玻股份,SZ,A 股
002614,奥佳华,SZ,A 股
002615,哈尔斯,SZ,A 股
002616,长青集团,SZ,A 股
002617,露笑科技,SZ,A 股
002620,ST瑞和,SZ,A 股
002622,皓宸医疗,SZ,A 股
002623,亚玛顿,SZ,A 股
002624,完美世界,SZ,A 股
002625,光启技术,SZ,A 股
002626,金达威,SZ,A 股
002627,三峡旅游,SZ,A 股
002628,成都路桥,SZ,A 股
002629,仁智股份,SZ,A 股
002630,ST华西,SZ,A 股
002631,德尔未来,SZ,A 股
002632,道明光学,SZ,A 股
002633,申科股份,SZ,A 股
002634,棒杰股份,SZ,A 股
002635,安洁科技,SZ,A 股
002636,金安国纪,SZ,A 股
002637,赞宇科技,SZ,A 股
002638,勤上股份,SZ,A 股
002639,雪人集团,SZ,A 股
002640,跨境通,SZ,A 股
002641,公元股份,SZ,A 股
002642,荣联科技,SZ,A 股
002643,万润股份,SZ,A 股
002644,佛慈制药,SZ,A 股
002645,华宏科技,SZ,A 股
002646,天佑德酒,SZ,A 股
002647,*ST仁东,SZ,A 股
002648,卫星化学,SZ,A 股
002649,博彦科技,SZ,A 股
002650,ST加加,SZ,A 股
002651,利君股份,SZ,A 股
002652,扬子新材,SZ,A 股
002653,海思科,SZ,A 股
002654,万润科技,SZ,A 股
002655,共达电声,SZ,A 股
002656,*ST摩登,SZ,A 股
002657,中科金财,SZ,A 股
002658,雪迪龙,SZ,A 股
002659,凯文教育,SZ,A 股
002660,茂硕电源,SZ,A 股
002661,克明食品,SZ,A 股
002662,峰璟股份,SZ,A 股
002663,普邦股份,SZ,A 股
002664,信质集团,SZ,A 股
002666,德联集团,SZ,A 股
002667,威领股份,SZ,A 股
002668,TCL智家,SZ,A 股
002669,康达新材,SZ,A 股
002670,国盛证券,SZ,A 股
002671,龙泉股份,SZ,A 股
002672,东江环保,SZ,A 股
002673,西部证券,SZ,A 股
002674,兴业科技,SZ,A 股
002675,东诚药业,SZ,A 股
002676,顺威股份,SZ,A 股
002677,浙江美大,SZ,A 股
002678,珠江钢琴,SZ,A 股
002679,福建金森,SZ,A 股
002681,奋达科技,SZ,A 股
002682,龙洲股份,SZ,A 股
002683,广东宏大,SZ,A 股
002685,华东重机,SZ,A 股
002686,亿利达,SZ,A 股
002687,乔治白,SZ,A 股
002688,金河生物,SZ,A 股
002689,ST远智,SZ,A 股
002690,美亚光电,SZ,A 股
002691,冀凯股份,SZ,A 股
002692,远程股份,SZ,A 股
002693,*ST双成,SZ,A 股
002694,顾地科技,SZ,A 股
002695,煌上煌,SZ,A 股
002696,百洋股份,SZ,A 股
002697,红旗连锁,SZ,A 股
002698,博实股份,SZ,A 股
002700,万憬能源,SZ,A 股
002701,奥瑞金,SZ,A 股
002702,海欣食品,SZ,A 股
002703,浙江世宝,SZ,A 股
002705,新宝股份,SZ,A 股
002706,良信股份,SZ,A 股
002707,众信旅游,SZ,A 股
002708,光洋股份,SZ,A 股
002709,天赐材料,SZ,A 股
002712,思美传媒,SZ,A 股
002713,*ST东易,SZ,A 股
002714,牧原股份,SZ,A 股
002715,登云股份,SZ,A 股
002716,湖南白银,SZ,A 股
002717,ST岭南,SZ,A 股
002718,友邦吊顶,SZ,A 股
002719,麦趣尔,SZ,A 股
002721,金一文化,SZ,A 股
002722,物产金轮,SZ,A 股
002723,小崧股份,SZ,A 股
002724,海洋王,SZ,A 股
002725,跃岭股份,SZ,A 股
002726,龙大美食,SZ,A 股
002727,一心堂,SZ,A 股
002728,特一药业,SZ,A 股
002729,好利科技,SZ,A 股
002730,电光科技,SZ,A 股
002731,ST萃华,SZ,A 股
002732,燕塘乳业,SZ,A 股
002733,雄韬股份,SZ,A 股
002734,利民股份,SZ,A 股
002735,王子新材,SZ,A 股
002736,国信证券,SZ,A 股
002737,葵花药业,SZ,A 股
002738,中矿资源,SZ,A 股
002739,万达电影,SZ,A 股
002741,光华科技,SZ,A 股
002742,*ST三圣,SZ,A 股
002743,富煌钢构,SZ,A 股
002745,木林森,SZ,A 股
002746,仙坛股份,SZ,A 股
002747,埃斯顿,SZ,A 股
002748,世龙实业,SZ,A 股
002749,国光股份,SZ,A 股
002752,昇兴股份,SZ,A 股
002753,永东股份,SZ,A 股
002755,奥赛康,SZ,A 股
002756,永兴材料,SZ,A 股
002757,南兴股份,SZ,A 股
002758,浙农股份,SZ,A 股
002759,天际股份,SZ,A 股
002760,凤形股份,SZ,A 股
002761,浙江建投,SZ,A 股
002762,*ST金比,SZ,A 股
002763,汇洁股份,SZ,A 股
002765,蓝黛科技,SZ,A 股
002766,索菱股份,SZ,A 股
002767,先锋电子,SZ,A 股
002768,国恩股份,SZ,A 股
002769,普路通,SZ,A 股
002771,真视通,SZ,A 股
002772,众兴菌业,SZ,A 股
002773,康弘药业,SZ,A 股
002774,快意电梯,SZ,A 股
002775,文科股份,SZ,A 股
002777,久远银海,SZ,A 股
002778,中晟高科,SZ,A 股
002779,中坚科技,SZ,A 股
002780,三夫户外,SZ,A 股
002782,可立克,SZ,A 股
002783,凯龙股份,SZ,A 股
002785,万里石,SZ,A 股
002786,银宝山新,SZ,A 股
002787,华源控股,SZ,A 股
002788,鹭燕医药,SZ,A 股
002789,*ST建艺,SZ,A 股
002790,瑞尔特,SZ,A 股
002791,坚朗五金,SZ,A 股
002792,通宇通讯,SZ,A 股
002793,罗欣药业,SZ,A 股
002795,永和智控,SZ,A 股
002796,世嘉科技,SZ,A 股
002797,第一创业,SZ,A 股
002798,帝欧水华,SZ,A 股
002799,环球印务,SZ,A 股
002800,天顺股份,SZ,A 股
002801,微光股份,SZ,A 股
002802,洪汇新材,SZ,A 股
002803,吉宏股份,SZ,A 股
002805,丰元股份,SZ,A 股
002806,华锋股份,SZ,A 股
002807,江阴银行,SZ,A 股
002808,*ST恒久,SZ,A 股
002809,红墙股份,SZ,A 股
002810,山东赫达,SZ,A 股
002811,郑中设计,SZ,A 股
002812,恩捷股份,SZ,A 股
002813,路畅科技,SZ,A 股
002815,崇达技术,SZ,A 股
002816,*ST和科,SZ,A 股
002817,黄山胶囊,SZ,A 股
002818,富森美,SZ,A 股
002819,东方中科,SZ,A 股
002820,桂发祥,SZ,A 股
002821,凯莱英,SZ,A 股
002822,ST中装,SZ,A 股
002823,凯中精密,SZ,A 股
002824,和胜股份,SZ,A 股
002825,纳尔股份,SZ,A 股
002826,易明医药,SZ,A 股
002827,高争民爆,SZ,A 股
002828,贝肯能源,SZ,A 股
002829,星网宇达,SZ,A 股
002830,名雕股份,SZ,A 股
002831,裕同科技,SZ,A 股
002832,比音勒芬,SZ,A 股
002833,弘亚数控,SZ,A 股
002835,同为股份,SZ,A 股
002836,新宏泽,SZ,A 股
002837,英维克,SZ,A 股
002838,道恩股份,SZ,A 股
002839,张家港行,SZ,A 股
002840,华统股份,SZ,A 股
002841,视源股份,SZ,A 股
002842,翔鹭钨业,SZ,A 股
002843,泰嘉股份,SZ,A 股
002845,同兴达,SZ,A 股
002846,英联股份,SZ,A 股
002847,盐津铺子,SZ,A 股
002848,*ST高斯,SZ,A 股
002849,威星智能,SZ,A 股
002850,科达利,SZ,A 股
002851,麦格米特,SZ,A 股
002852,道道全,SZ,A 股
002853,皮阿诺,SZ,A 股
002855,捷荣技术,SZ,A 股
002856,美芝股份,SZ,A 股
002857,三晖电气,SZ,A 股
002858,力盛体育,SZ,A 股
002859,洁美科技,SZ,A 股
002860,星帅尔,SZ,A 股
002861,瀛通通讯,SZ,A 股
002862,实丰文化,SZ,A 股
002863,今飞凯达,SZ,A 股
002864,盘龙药业,SZ,A 股
002865,钧达股份,SZ,A 股
002866,传艺科技,SZ,A 股
002867,周大生,SZ,A 股
002868,*ST绿康,SZ,A 股
002869,金溢科技,SZ,A 股
002870,香山股份,SZ,A 股
002871,伟隆股份,SZ,A 股
002872,ST天圣,SZ,A 股
002873,新天药业,SZ,A 股
002875,安奈儿,SZ,A 股
002876,三利谱,SZ,A 股
002877,智能自控,SZ,A 股
002878,元隆雅图,SZ,A 股
002879,长缆科技,SZ,A 股
002880,卫光生物,SZ,A 股
002881,美格智能,SZ,A 股
002882,金龙羽,SZ,A 股
002883,中设股份,SZ,A 股
002884,凌霄泵业,SZ,A 股
002885,京泉华,SZ,A 股
002886,沃特股份,SZ,A 股
002887,绿茵生态,SZ,A 股
002888,惠威科技,SZ,A 股
002889,东方嘉盛,SZ,A 股
002890,弘宇股份,SZ,A 股
002891,中宠股份,SZ,A 股
002892,科力尔,SZ,A 股
002893,京能热力,SZ,A 股
002895,川恒股份,SZ,A 股
002896,中大力德,SZ,A 股
002897,意华股份,SZ,A 股
002898,*ST赛隆,SZ,A 股
002899,英派斯,SZ,A 股
002900,哈三联,SZ,A 股
002901,大博医疗,SZ,A 股
002902,铭普光磁,SZ,A 股
002903,宇环数控,SZ,A 股
002905,金逸影视,SZ,A 股
002906,华阳集团,SZ,A 股
002907,华森制药,SZ,A 股
002908,德生科技,SZ,A 股
002909,集泰股份,SZ,A 股
002910,庄园牧场,SZ,A 股
002911,佛燃能源,SZ,A 股
002912,中新赛克,SZ,A 股
002913,奥士康,SZ,A 股
002915,中欣氟材,SZ,A 股
002916,深南电路,SZ,A 股
002917,金奥博,SZ,A 股
002918,蒙娜丽莎,SZ,A 股
002919,名臣健康,SZ,A 股
002920,德赛西威,SZ,A 股
002921,联诚精密,SZ,A 股
002922,伊戈尔,SZ,A 股
002923,润都股份,SZ,A 股
002925,盈趣科技,SZ,A 股
002926,华西证券,SZ,A 股
002927,泰永长征,SZ,A 股
002928,华夏航空,SZ,A 股
002929,润建股份,SZ,A 股
002930,宏川智慧,SZ,A 股
002931,锋龙股份,SZ,A 股
002932,明德生物,SZ,A 股
002933,新兴装备,SZ,A 股
002935,天奥电子,SZ,A 股
002936,郑州银行,SZ,A 股
002937,兴瑞科技,SZ,A 股
002938,鹏鼎控股,SZ,A 股
002939,长城证券,SZ,A 股
002940,昂利康,SZ,A 股
002941,新疆交建,SZ,A 股
002942,新农股份,SZ,A 股
002943,宇晶股份,SZ,A 股
002945,华林证券,SZ,A 股
002946,新乳业,SZ,A 股
002947,恒铭达,SZ,A 股
002948,青岛银行,SZ,A 股
002949,华阳国际,SZ,A 股
002950,奥美医疗,SZ,A 股
002951,金时科技,SZ,A 股
002952,亚世光电,SZ,A 股
002953,日丰股份,SZ,A 股
002955,鸿合科技,SZ,A 股
002956,西麦食品,SZ,A 股
002957,科瑞技术,SZ,A 股
002958,青农商行,SZ,A 股
002959,小熊电器,SZ,A 股
002960,青鸟消防,SZ,A 股
002961,瑞达期货,SZ,A 股
002962,五方光电,SZ,A 股
002963,豪尔赛,SZ,A 股
002965,祥鑫科技,SZ,A 股
002966,苏州银行,SZ,A 股
002967,广电计量,SZ,A 股
002968,新大正,SZ,A 股
002969,嘉美包装,SZ,A 股
002970,锐明技术,SZ,A 股
002971,和远气体,SZ,A 股
002972,科安达,SZ,A 股
002973,侨银股份,SZ,A 股
002975,博杰股份,SZ,A 股
002976,瑞玛精密,SZ,A 股
002977,天箭科技,SZ,A 股
002978,安宁股份,SZ,A 股
002979,雷赛智能,SZ,A 股
002980,华盛昌,SZ,A 股
002981,朝阳科技,SZ,A 股
002982,湘佳股份,SZ,A 股
002983,芯瑞达,SZ,A 股
002984,森麒麟,SZ,A 股
002985,北摩高科,SZ,A 股
002986,宇新股份,SZ,A 股
002987,京北方,SZ,A 股
002988,豪美新材,SZ,A 股
002989,中天精装,SZ,A 股
002990,盛视科技,SZ,A 股
002991,甘源食品,SZ,A 股
002992,宝明科技,SZ,A 股
002993,奥海科技,SZ,A 股
002995,天地在线,SZ,A 股
002996,顺博合金,SZ,A 股
002997,瑞鹄模具,SZ,A 股
002998,优彩资源,SZ,A 股
002999,天禾股份,SZ,A 股
003000,劲仔食品,SZ,A 股
003001,中岩大地,SZ,A 股
003002,壶化股份,SZ,A 股
003003,天元股份,SZ,A 股
003004,*ST声迅,SZ,A 股
003005,竞业达,SZ,A 股
003006,百亚股份,SZ,A 股
003007,直真科技,SZ,A 股
003008,开普检测,SZ,A 股
003009,中天火箭,SZ,A 股
003010,若羽臣,SZ,A 股
003011,海象新材,SZ,A 股
003012,东鹏控股,SZ,A 股
003013,地铁设计,SZ,A 股
003015,日久光电,SZ,A 股
003016,欣贺股份,SZ,A 股
003017,大洋生物,SZ,A 股
003018,金富科技,SZ,A 股
003019,宸展光电,SZ,A 股
003020,立方制药,SZ,A 股
003021,兆威机电,SZ,A 股
003022,联泓新科,SZ,A 股
003023,彩虹集团,SZ,A 股
003025,思进智能,SZ,A 股
003026,中晶科技,SZ,A 股
003027,同兴科技,SZ,A 股
003028,振邦智能,SZ,A 股
003029,吉大正元,SZ,A 股
003030,祖名股份,SZ,A 股
